Trend,Case Number,Priority,State,Account,Product,Short Description,Sys Created On,Resolved At,"TTR (days, hrs, mins)","SLA Business Duration (days, hrs, mins)","SLA Actual Duration (days, hrs, mins)",TTR (Seconds),SLA Business Duration (Seconds),SLA Actual Duration (Seconds),SLA Stage,SLA Start Time,SLA Pause Time,SLA End Time,Assignment Group,Assigned To,Sys Updated On,Sys Updated By,Sys Mod Count,Problem,Description,Close Notes
Audit,CS1687265,4 - Low,Closed,Mid Yorkshire Teaching NHS Trust,Symphony,FW: Audit J RIce,12/11/2025 12:44:21,19/11/2025 17:30:06,"7 days, 4 hrs, 45 mins","1 day, 18 hrs, 21 mins","7 days, 2 hrs, 44 mins",621945.0,152483.0,614693.0,Completed,12/11/2025 12:44:21,,03/12/2025 17:31:27,Acute Care Symphony Support Level 1,Konrad Siddons,03/12/2025 17:31:28,system,20,,"STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.

Please can you provide an audit on Symphony for below patient?

Thanks.

Aamir Maqsud
Digital Systems Manager
The Mid Yorkshire Teaching NHS Trust
Dewsbury & District Hospital
Halifax Road, Dewsbury,
West Yorkshire, WF13 4HS

From: MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <martin.moorhouse1@nhs.net>
Sent: 11 November 2025 09:56
To: HORLER, Jason (MID YORKSHIRE TEACHING NHS TRUST) <jason.horler@nhs.net>; PLYTAITYTE, Sandra (MID YORKSHIRE TEACHING NHS TRUST) <sandra.plytaityte@nhs.net>; WALSH, Jackie (MID YORKSHIRE TEACHING NHS TRUST) <jackie.walsh2@nhs.net>; MAQSUD, Aamir (MID YORKSHIRE TEACHING NHS TRUST) <aamir.maqsud@nhs.net>; BAPTY, Paul (MID YORKSHIRE TEACHING NHS TRUST) <paul.bapty@nhs.net>
Subject: Audit J RIce


Dear all,

Can you provide an staff access list for the last 5 years for the following patient

7569548

Regards

[MYDS_Logo]
Martin Moorhouse
Information Governance
Manager


Office of Data Protection &
Information Governance
Mid Yorkshire Teaching NHS Trust
Dewsbury & District Hospital
Halifax Road, Dewsbury,
West Yorkshire, WF13 4HS

Book time with MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <https://urldefense.com/v3/__https://outlook.office.com/bookwithme/user/c42051ec71a54007afa6cf684c40acea@nhs.net?anonymous&ismsaljsauthenabled&ep=pcard__;!!IJLR5QJm7ttc!jd-hw3OCKtOdq0b4cIoY55T-LQflgU5E2wwwAOIinTpmkE6caeRhOh90C8po0jwp5O7xKvLuk6o86rJfDcRj$>




************************************************************************************** ******************************

This message may contain confidential information. If you are not the intended recipient please:
i) inform the sender that you have received the message in error before deleting it; and
ii) do not disclose, copy or distribute information in this e-mail or take any action in relation to its content (to do so is strictly prohibited and may be unlawful).
Thank you for your co-operation.

NHS.net Connect is the secure email, collaboration and directory service available for all NHS staff in England. NHS.net Connect is approved for exchanging patient data and other sensitive information with NHS.net Connect and other accredited email services.

For more information and to find out how you can switch visit Joining NHS.net Connect - NHS.net Connect Support<https://urldefense.com/v3/__https://support.nhs.net/article-categories/joining-nhsmail/__;!!IJLR5QJm7ttc!jd-hw3OCKtOdq0b4cIoY55T-LQflgU5E2wwwAOIinTpmkE6caeRhOh90C8po0jwp5O7xKvLuk6o86lH4PhgE$>","Hello Aamir,
 
I'm pleased to let you know that we've found a resolution for your case CS1687265.
 
To resolve this

We have interrogated the Symphony audit tables.
Please find the attached spreadsheet showing details of users who have accessed data relating to the Patient with PAS Number 7569548 for the last 5 years, as requested.
The spreadsheet contains tabs for:

Users who have accessed the eView data for the Patient. 
Users who have accessed the Demographic data for the Patient. 
Users who have searched for the Patient using their PAS Number
Users who have searched for the Patient using their NHS Number
Users who have carried out a Patient Search using the Date of Birth of the Patient in question (though these searches may be for other patients). 

I hope this helps.

Many thanks
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad

"
Audit,CS1689583,4 - Low,Closed,Western Health and Social Care Trust,Optum Help Centre,Staff audit,17/11/2025 12:53:40,17/11/2025 15:22:00,"2 hrs, 28 mins",N/A,N/A,8900.0,,,,,,,Acute Care Symphony Support Level 1,Konrad Siddons,17/11/2025 15:41:25,laura.Doherty@westerntrust.hscni.net,7,,"Hi, is it possible in this version to run an audit on what users have been accessing the system in the last 6 months? 

I just need the start date to be 1 June 2025 please as this will let me see who has been accessing symphony even after it was technically not active.

If possible can I please have the data including each time the user has logged in since 1 June?
Is it possible to have this in date order by any chance.
Replaces CS1686934

Thanks","Hello Laura,
 
I'm pleased to let you know that we've found a resolution for your case CS1689583.
 
To resolve this:

Please find the attached spreadsheet containing all logons to Live Symphony since 01/06/25 sorted in chronological order, as requested.

Many thanks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1691662,4 - Low,Closed,Norfolk and Norwich University Hospitals NHS Foundation Trust,Symphony,Patient audit,20/11/2025 10:51:36,21/11/2025 10:51:59,1 day,"4 hrs, 42 mins","4 hrs, 42 mins",86423.0,16950.0,16950.0,Completed,20/11/2025 10:51:36,,05/12/2025 10:53:29,Acute Care Symphony Support Level 1,Gareth Evans,05/12/2025 10:53:29,system,13,,"(Anneliese, this is from another user but I've put you down as the contact because I had to put someone)

Hi Janette, I've had a request from Norfolk & Norwich FT as they've received a subject access request which requires an audit of access to a patient's medical record. I've asked to log a ticket on the Optum Help Centre but Becky Jones tells me that you maybe able to help? 
 
Hospital Number: 1646278
Patient:  LdB
Between 31/10/2025 to 05/11/2025","Hello Anneliese,
 
I'm pleased to let you know that we've found a resolution for your case CS1691662.
 
To resolve this, I provided the requested audit.

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1695721,3 - Medium,Closed,Leeds Teaching Hospitals NHS Trust,Symphony,IG audit request,27/11/2025 14:54:18,28/11/2025 12:31:54,"21 hrs, 37 mins","9 hrs, 37 mins","21 hrs, 37 mins",77856.0,34656.0,77856.0,Completed,27/11/2025 14:54:18,,12/12/2025 12:33:26,Acute Care Symphony Support Level 1,Shazad Ishaque,12/12/2025 12:33:26,system,10,,"I need an audit to look at which staff accessed a particular patient record on a set date.
date 24/06/2025 patient ID 412 366 2358","Hello Julie,
 
I'm pleased to let you know that we've found a resolution for your case CS1695721.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
Audit,CS1698201,4 - Low,Closed,Leeds Teaching Hospitals NHS Trust,Symphony,"National Patient Safety Alert - Audit of ""penicillamine""",02/12/2025 16:00:30,04/12/2025 17:16:42,"2 days, 1 hr, 16 mins","1 day, 1 hr, 16 mins","2 days, 1 hr, 16 mins",177372.0,90971.0,177371.0,Completed,02/12/2025 16:00:30,,18/12/2025 17:17:27,Acute Care Symphony Support Level 1,Shazad Ishaque,18/12/2025 17:17:27,system,10,,"Hi,

We have received a National Patient Safety Alert relating to patient harm from the incorrect recording of a penicillin allergy as a penicillamine allergy.

Could you run an audit to find if any of the patients with an allergy flag of, “penicillamine”?

Thanks,","Hello Andrew,
 
I'm pleased to let you know that we've found a resolution for your case CS1698201.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
Audit,CS1701036,4 - Low,Closed,Western Sussex Hospitals NHS Trust,Symphony,Staff SSRS,08/12/2025 14:52:06,09/12/2025 15:31:20,"1 day, 39 mins","7 hrs, 21 mins","23 hrs, 21 mins",88754.0,26494.0,84094.0,Completed,08/12/2025 14:52:06,,23/12/2025 15:31:27,Acute Care Symphony Support Level 1,Konrad Siddons,23/12/2025 15:31:28,system,18,,"Afternoon,

I have a few SSRS reports looking at staff/patient audits. Ideally, I am looking for a report / SQL that looks at everything a staff member has done on a given date.",Combined report uploaded
Audit,CS1703197,4 - Low,Closed,Northampton General Hospital NHS Trust,Symphony,Running a patient/staff audit,11/12/2025 12:06:44,19/12/2025 13:17:13,"8 days, 1 hr, 10 mins","11 hrs, 51 mins","1 day, 3 hrs, 51 mins",695429.0,42703.0,100303.0,Completed,11/12/2025 12:06:44,,19/12/2025 13:33:24,Acute Care Symphony Support Level 1,Gareth Evans,19/12/2025 13:33:27,system,18,,"Since NGH decomissioned Symphony and reduced access to read only for a small number of accounts, can you advise how we audit historic events without access?","Hello Kevin,
 
I'm pleased to let you know that we've found a resolution for your case CS1703197.
 
Please raise a separate case if there's a specific audit you'd like us to provide.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1705976,4 - Low,Closed,Luton And Dunstable Hospital NHS Foundation Trust,Symphony,Acuity Score audit report,17/12/2025 12:28:00,14/01/2026 01:14:28,"27 days, 12 hrs, 46 mins","1 hr, 8 mins","1 hr, 8 mins",2378788.0,4121.0,4121.0,Completed,17/12/2025 12:28:00,,28/01/2026 01:15:27,Acute Care Symphony Support Level 1,Gareth Evans,28/01/2026 01:15:28,system,20,,"Hi Support

Thankyou for your support

On Luton Test we have a DEP called Acuity Score
This has information of each patient that has been admitted score
I created a e-audit report call 'Acuity Score report'
Information from the report does not contain a score of 1-5
Please kindly let us know how this can be made available
Many thanks
Zak
IT Team","Hi,

I'm getting in touch regarding your case CS1705976 which you raised on 17/12/2025 12:28:00 regarding Symphony.

We have tried to contact you but unfortunately, we have been unable to speak with you. I'd really like to help you resolve this issue but I am unable to investigate your case without receiving further information.

If this issue is still occurring, please use the red 'Reject Solution' button so we are able to further investigate this issue for you.

I look forward to hearing from you.

Kind regards,
Optum"
Audit,CS1707674,4 - Low,Closed,South Tees Hospitals NHS Foundation Trust,Symphony,Patient 4063779327,22/12/2025 08:43:12,23/12/2025 12:26:57,"1 day, 3 hrs, 43 mins","11 hrs, 5 mins","1 day, 3 hrs, 22 mins",99825.0,39943.0,98551.0,Completed,22/12/2025 08:43:12,,23/12/2025 12:34:22,Acute Care Symphony Support Level 1,Konrad Siddons,23/12/2025 12:34:25,system,21,,"Hello
Would it be possible to provide an audit on who has accessed / amended the patient record and attendances for patient 4063779327? Attendance numbers: JCUH-15-069071, JCUH-15-205146, RC-23-005908 and FHN-24-025268.

Thanks

Paul","Hello Paul,

I'm pleased to let you know that we've found a resolution for your case CS1707674.

To resolve this:

Apologies Paul - spreadsheet WAS attached, but was set to be viewed internally only.

We have interrogated the Symphony audit tables using the following criteria:.

Users who have accessed the eView data for the Patient. - 29 entries found
Users who viewed Patient Demographic data - 7 entries found
Users who have searched for the Patient using their District - No entries found
Users who have searched for the Patient using their NHS Number - 1No entry found
Users who have searched for the Patient using their forename and Surname - 3 entries found - 20/12/2025 has different DOB in search.

Users who have carried out a Patient Search using the Date of Birth of the Patient in question (though these searches may be for other patients) - 64 entries found.

We also searched for users having searched for the Patient using the 4 episodes specified in the case details.
No such searches were found.

Please find the attached spreadsheet showing details.

I hope this helps

Many thanks, [INSERT DETAILS OF THE RESOLUTION]

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.

Kind regards,
Konrad"
Audit,CS1709157,4 - Low,Closed,Health Service Executive,Symphony,NAAS - Audit Request,24/12/2025 17:48:25,24/12/2025 17:52:31,4 mins,0 mins,4 mins,246.0,0.0,246.0,Completed,24/12/2025 17:48:25,,07/01/2026 17:53:26,Acute Care Symphony Support Level 1,Shazad Ishaque,07/01/2026 17:53:26,system,8,,"Baforday reporting he wants an audit running to find admissions that have a laboratory (pathology results) from last 3 months.

This is for the Laboratory (DEP) in Symphony.

Michelle Atkinson is aware of this audit request.

Baforday Jatta contact details:
baforday.jatta@hse.ie (Lab IT)



","Hello Michelle,
 
I'm pleased to let you know that we've found a resolution for your case CS1709157.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
Audit,CS1711713,4 - Low,Closed,Luton And Dunstable Hospital NHS Foundation Trust,Symphony,Allergy to Penicillin to Patient Details audit,05/01/2026 11:38:17,06/01/2026 15:04:59,"1 day, 3 hrs, 26 mins","15 hrs, 26 mins","1 day, 3 hrs, 26 mins",98802.0,55602.0,98802.0,Completed,05/01/2026 11:38:17,,20/01/2026 15:05:26,Acute Care Symphony Support Level 1,Konrad Siddons,20/01/2026 15:05:26,system,7,,"Hi Support
We have a patient M019582 on Bedford Symphony who has an Allery to Penicillin added to their Symphony - see attached

Patient was registered as being allergic to penicillin. 
  
Please would you check and let me know when this was first put on the Symphony 

Many thanks
Zak
IT Team","Hello Zakar,
 
I'm pleased to let you know that we've found a resolution for your case CS1711713.
 
To resolve this:

We have interrogated the Live Bedford Database for Patient M019582 allergy data.

The Penicillin allergy was added to the Patient_Indicators table for this patient on 11/11/2019 @ 12:39:25 by 'BEDFORD DATA IMPORT'.
This data has never been amended.

Many thanks


We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1712776,4 - Low,Closed,Children's Health Ireland,Symphony,Staff audit,06/01/2026 15:39:44,10/02/2026 11:33:31,"34 days, 19 hrs, 53 mins","2 days, 1 hr, 28 mins","10 days, 17 hrs, 28 mins",3009227.0,178106.0,926906.0,Completed,06/01/2026 15:39:44,,11/02/2026 12:42:44,Acute Care Symphony Support Level 1,Sheree Chadwick,11/02/2026 12:42:46,system,54,,"Hi, 
Could we get the following information regarding the following users.
The staff member names are: David Nangle, DNANGLE.  Sarann Collins - collins, Denise Cross - DCROSS, Lisa McGuinness - LMcGuinness
The time period is 21.00hrs on Friday 26th September up to 09.00hrs on Monday 29th September
Information requested:
Dates and times each logged into Symphony during the above date range
Patient records accessed by each (list of hospital numbers and times if possible)
Record of any scanning activity undertaken by each during the above date range (patient hospital number and time of document scanning)

This is a priority for a HR issue if you could prioritise.","Hello Adrian,
 
I'm pleased to let you know that we've found a resolution for your case CS1712776.
 
To resolve thisAudits provided as requested
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Sheree"
Audit,CS1718603,4 - Low,Closed,NHS Ayrshire and Arran,Symphony,New Symphony filter query,16/01/2026 09:55:06,16/01/2026 11:46:33,"1 hr, 51 mins",35 mins,35 mins,6687.0,2119.0,2119.0,Completed,16/01/2026 09:55:06,,16/01/2026 11:49:24,Acute Care Symphony Support Level 1,Konrad Siddons,16/01/2026 11:49:25,system,12,,We are looking for a new filter to be applied in Symphony to select patients with registration time in department to post triage time and the nurse triaging them?  Thanks,"Hello Ewen,
 
I'm pleased to let you know that we've found a resolution for your case CS1718603.
 
To resolve this:
a
his case has been set to resolved, as instructed, following our advice that eView general selection criteria cannot be updated.

Many thanks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1719236,3 - Medium,Closed,Leeds Teaching Hospitals NHS Trust,Symphony,IG Audit,19/01/2026 08:55:36,22/01/2026 13:20:14,"3 days, 4 hrs, 24 mins","2 hrs, 11 mins","2 hrs, 11 mins",275078.0,7865.0,7865.0,Completed,19/01/2026 08:55:36,,05/02/2026 13:21:26,Acute Care Symphony Support Level 1,Gareth Evans,05/02/2026 13:21:27,system,12,,"Patient: J B

412 482 5986 

Dates to audit: 25/10/2025 - 10/12/2025 

Please could I ask for a list of staff who have accessed these records during the dates to range.","Hello Julie,
 
I'm pleased to let you know that we've found a resolution for your case CS1719236.
 
To resolve this, I ascertained that there was no access to the patient in the requested date range
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1719242,3 - Medium,Closed,Leeds Teaching Hospitals NHS Trust,Symphony,IG audit request,19/01/2026 08:58:46,22/01/2026 13:21:05,"3 days, 4 hrs, 22 mins","7 hrs, 35 mins","7 hrs, 35 mins",274939.0,27336.0,27336.0,Completed,19/01/2026 08:58:46,,05/02/2026 13:21:27,Acute Care Symphony Support Level 1,Gareth Evans,05/02/2026 13:21:28,system,20,,"Patient: D C

 486 195 8083

Dates to audit: 06/10/2025 - 20/12/2025

Please could I ask for a list of staff who have accessed these records during the dates range above","Hello Julie,
 
I'm pleased to let you know that we've found a resolution for your case CS1719242.
 
To resolve this, I provided the requested audit
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1721176,3 - Medium,Closed,South Tees Hospitals NHS Foundation Trust,Symphony,Subject access request,21/01/2026 11:42:32,22/01/2026 10:15:52,"22 hrs, 33 mins","6 hrs, 33 mins","22 hrs, 33 mins",81200.0,23600.0,81200.0,Completed,21/01/2026 11:42:32,,22/01/2026 10:50:40,Acute Care Symphony Support Level 1,Shazad Ishaque,22/01/2026 10:50:40,paul.saunders2@nhs.net,12,,"Hello
The Trust have received a Subject Access Request for an audit on details of access to the patient record and any attendances. Patient = D987796, timeframe - from 01/01/2012 to the date the audit is performed.
Please could this data be provided?
Thanks
Paul","Hello Paul,
 
I'm pleased to let you know that we've found a resolution for your case CS1721176.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shaz"
Audit,CS1721179,4 - Low,Closed,South Tees Hospitals NHS Foundation Trust,Symphony,Subject Access Request,21/01/2026 11:44:33,21/01/2026 13:18:33,"1 hr, 34 mins","1 hr, 34 mins","1 hr, 34 mins",5640.0,5640.0,5640.0,Completed,21/01/2026 11:44:33,,21/01/2026 13:48:44,Acute Care Symphony Support Level 1,Konrad Siddons,21/01/2026 13:48:45,system,19,,"Hello
The Trust have received a Subject Access Request for an audit on details of access to the patient record and any attendances. Patient = J102091, timeframe - from 01/06/2019 to the date the audit is performed.
Please could this data be provided?
Thanks
Paul","Hello Paul,

I am pleased to update we have found/come to a resolution for your case CS1721179.

To resolve this:

We have interrogated the Symphony audit tables.
Please find the attached spreadsheet showing details of users who have accessed data relating to the Patient with District Number J102091, since 01/06/2019.
The spreadsheet contains tabs for:

Users who have accessed the eView data for the Patient.
Users who have access Patient demographic Details for the Patient.
Users who have searched for the Patient using their District Number
Users who have carried out a Patient Search using the Date of Birth of the Patient in question (though these searches may be for other patients).

We also checked for Users who have searched for the Patient using their NHS Number or Name  - no such searches were found.

I hope this helps.

Many thanks

We are confident that this will resolve your issue, but if you find that this is not the case, please use the red 'Reject Solution' button so we are able to further investigate this issue for you.


Kind regards

Konrad.
"
Audit,CS1723601,3 - Medium,Closed,Mid Yorkshire Teaching NHS Trust,Symphony,FW: Audit of patient record,26/01/2026 13:38:17,28/01/2026 12:24:56,"1 day, 22 hrs, 46 mins","14 hrs, 46 mins","1 day, 22 hrs, 46 mins",168399.0,53199.0,168399.0,Completed,26/01/2026 13:38:17,,11/02/2026 12:25:26,Acute Care Symphony Support Level 1,Shazad Ishaque,11/02/2026 12:25:27,system,17,,"STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.

Please can you provide an audit for the below on Symphony please?

Thanks.

Aamir Maqsud
Digital Systems Manager
The Mid Yorkshire Teaching NHS Trust
Dewsbury & District Hospital
Halifax Road, Dewsbury,
West Yorkshire, WF13 4HS

From: MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <martin.moorhouse1@nhs.net>
Sent: 19 January 2026 08:47
To: HORLER, Jason (MID YORKSHIRE TEACHING NHS TRUST) <jason.horler@nhs.net>; MAQSUD, Aamir (MID YORKSHIRE TEACHING NHS TRUST) <aamir.maqsud@nhs.net>; PLYTAITYTE, Sandra (MID YORKSHIRE TEACHING NHS TRUST) <sandra.plytaityte@nhs.net>; WALSH, Jackie (MID YORKSHIRE TEACHING NHS TRUST) <jackie.walsh2@nhs.net>
Subject: Audit of patient record

Dear all,


Can you please provide an audit of the staff members who have accessed the patient record 0442525 from the 14th January 2026 to 18 January 2026





Regards

[MYDS_Logo]
Martin Moorhouse
Information Governance
Manager


Office of Data Protection &
Information Governance
Mid Yorkshire Teaching NHS Trust
Dewsbury & District Hospital
Halifax Road, Dewsbury,
West Yorkshire, WF13 4HS

Book time with MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <https://urldefense.com/v3/__https://outlook.office.com/bookwithme/user/c42051ec71a54007afa6cf684c40acea@nhs.net?anonymous&ismsaljsauthenabled&ep=pcard__;!!IJLR5QJm7ttc!m2H5MnUzt_QlZ0w5zYGuZAcadaoKET4IopGxxTthxHSprBZLJs4nOGyoqJOXrTgy76G4N6Mp0SwysVrcggUN$>







From: HOWELL, Stacey (MID YORKSHIRE TEACHING NHS TRUST) <stacey.howell1@nhs.net<mailto:stacey.howell1@nhs.net>>
Sent: 19 January 2026 08:28
To: MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <martin.moorhouse1@nhs.net<mailto:martin.moorhouse1@nhs.net>>
Subject: Re: RE:

Hi Martin

The evening of the 15th January.

Many thanks
Stacey

________________________________
From: MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <martin.moorhouse1@nhs.net<mailto:martin.moorhouse1@nhs.net>>
Sent: 19 January 2026 08:10
To: HOWELL, Stacey (MID YORKSHIRE TEACHING NHS TRUST) <stacey.howell1@nhs.net<mailto:stacey.howell1@nhs.net>>
Subject: RE:


Hi Stacey,



Do you know the date of the incident? And we will audit from the day before to today



Martin



From: HOWELL, Stacey (MID YORKSHIRE TEACHING NHS TRUST) <stacey.howell1@nhs.net<mailto:stacey.howell1@nhs.net>>
Sent: 16 January 2026 16:11
To: MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <martin.moorhouse1@nhs.net<mailto:martin.moorhouse1@nhs.net>>
Subject:
Importance: High



Hi Martin



Following our conversation this morning, I have gained consent from Liam to share his NHS number.



4089390354



Kind regards,

[https://attachments.office.net/owa/stacey.howell1@nhs.net/service.svc/s/GetAttachmentThumbnail?id=AAkALgAAAAAAHYQDEapmEc2byACqAC%2FEWg0AcwJOf3qS10GpknyeXav8fgAFDkXiEgAAARIAEABzqlwJL%2BKbTL2HN9b5EU2E&thumbnailType=2&owa=outlook.office.com&X-OWA-CANARY=X-OWA-CANARY_cookie_is_null_or_empty&token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6InVnWlFaL01Dc3VtYTJsdGFlOTlLRUlPWHlYaz0iLCJ4NXQiOiJ1Z1pRWi9NQ3N1bWEybHRhZTk5S0VJT1h5WGs9Iiwibm9uY2UiOiItT1BzQlREMUNWLWw0c1JlU1g3S2hLT1B1NFBjUGNwY1VSQV90R0swRWNVeksyeS03Vm10alZkOUQ0ZTJXcU91MjNad19JaE55bWVWYVVtTWVjSFFlOU5CcTZBY0ZuU3ZKTGZ0NlV6cWxWdU10QkZpOGEzNDUyaE16Z1l6Q1NVM1p2STZIQTJyT2ZJMmNpMGlwR2gxUlZUUjVWX1Z2VmljTWpJbnBKZEpMNFEiLCJpc3Nsb2MiOiJMTzJQMjY1TUIxNDM3Iiwic3JzbiI6NjM5MDQ0MDMyMTA0NDc3MzkyfQ.eyJzYXAtdmVyc2lvbiI6IjMzIiwiYXBwaWQiOiJhZjNlYmJiYS1jMjNmLTQ5MmEtYWE5My04MzQyMTY5NmVjNGIiLCJpc3NyaW5nIjoiV1ciLCJhcHBpZGFjciI6IjIiLCJhcHBfZGlzcGxheW5hbWUiOiIiLCJ1dGkiOiI1ZjViMzU3Ny1jZjE0LTQwYTgtOTI3Zi04M2EwZTI2MGZhZGQiLCJpYXQiOjE3Njg4MTExNzgsInZlciI6IlNUSS5Vc2VyLkNhbGxiYWNrVG9rZW4uVjEiLCJ0aWQiOiIzN2MzNTRiMjg1YjA0N2Y1YjIyMjA3YjQ4ZDc3NGVlMyIsInRydXN0ZWRmb3JkZWxlZ2F0aW9uIjoiZmFsc2UiLCJ0b3BvbG9neSI6IntcIlR5cGVcIjpcIk1hY2hpbmVcIixcIlZhbHVlXCI6XCJMTzJQMjY1TUIxNDM3LkdCUlAyNjUuUFJPRC5PVVRMT09LLkNPTVwifSIsInJlcXVlc3Rvcl9hcHBpZCI6IjE1N2NkZmJmLTczOTgtNGE1Ni05NmMzLWU5M2U5YWIzMDliNSIsInJlcXVlc3Rvcl9hcHBfZGlzcGxheW5hbWUiOiJPZmZpY2UgMzY1IEV4Y2hhbmdlIE1pY3Jvc2VydmljZSIsInNjcCI6Ik93YUF0dGFjaG1lbnRzLlJlYWQiLCJvaWQiOiIyNjgwZmY4MC0yZDMwLTQxOTAtODdjNS1kZTdkYTQzNTA4MzIiLCJwdWlkIjoiMTAwMzIwMDA3RjU4MzFERSIsInNtdHAiOiJzdGFjZXkuaG93ZWxsMUBuaHMubmV0IiwidXBuIjoic3RhY2V5Lmhvd2VsbDFAbmhzLm5ldCIsInVzZXJjYWxsYmFja3VzZXJjb250ZXh0aWQiOiI3MTE0ZWRhNzU0MWE0MjBiYTlkNTM4ODNjMGVhMTU5ZiIsInNpZ25pbl9zdGF0ZSI6Imttc2kiLCJlbWJlZGRlZHVzZXJ0b2tlbnR5cGUiOiJBQUQiLCJ1c2VyYWNjZXNzdG9rZW4iOiJleUowZVhBaU9pSktWMVFpTENKdWIyNWpaU0k2SW5SUlgyOTVTbTVsWlZWdFptcGxPSGhYV0RKVGREVnNaUzF5VTJSaVpWcFFhREpNYmtzMmRVOUdiMEVpTENKaGJHY2lPaUpTVXpJMU5pSXNJbmcxZENJNklsQmpXRGs0UjFnME1qQlVNVmcyYzBKRWEzcG9VVzF4WjNkTlZTSXNJbXRwWkNJNklsQmpXRGs0UjFnME1qQlVNVmcyYzBKRWEzcG9VVzF4WjNkTlZTSjkuZXlKaGRXUWlPaU]

Stacey Howell

Matron

Emergency Department & UTC



[Smart Phone with solid fill] Mobile - 07714271946

     Ext 56270



Mid Yorkshire Teaching  NHS  Trust




************************************************************************************** ******************************

This message may contain confidential information. If you are not the intended recipient please:
i) inform the sender that you have received the message in error before deleting it; and
ii) do not disclose, copy or distribute information in this e-mail or take any action in relation to its content (to do so is strictly prohibited and may be unlawful).
Thank you for your co-operation.

NHS.net Connect is the secure email, collaboration and directory service available for all NHS staff in England. NHS.net Connect is approved for exchanging patient data and other sensitive information with NHS.net Connect and other accredited email services.

For more information and to find out how you can switch visit Joining NHS.net Connect - NHS.net Connect Support<https://urldefense.com/v3/__https://support.nhs.net/article-categories/joining-nhsmail/__;!!IJLR5QJm7ttc!m2H5MnUzt_QlZ0w5zYGuZAcadaoKET4IopGxxTthxHSprBZLJs4nOGyoqJOXrTgy76G4N6Mp0SwysfOe7oBu$>","Hello Aamir,
 
I'm pleased to let you know that we've found a resolution for your case CS1723601.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
