Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1647429,Test Environment site 606 Fairfield.,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1647477,GP Dataviewer not working,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1647504,Previously under CS1624684 - Product being updated by another user,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1647518,Standalone issue at stafford,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1647708,CS1637364,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1647847,Runtime error printing stock take,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1648368,Cyber Security Query,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1648412,Move Terminal,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1648555,ePMA: Inactivity Timeout Monitor function - not operating as expected,Performance & Availability,Performance,High,Matched token 'timeout' in text.,No
CS1648643,ePMA have been very slow,Performance & Availability,Performance,High,Matched token 'slow' in text.,No
CS1648685,Follow up CS1645510,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1648851,Robot PC,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1648924,Event engine Critical Errors,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1648935,BC RXC25022 Issue,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1649150,Therapeutic drug codes,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1649174,Zebra label  out of alignment,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1649175,'PAS Management Console',Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1649306,ePMA: Duplicate checks for when prescribing: Name of medication causing chemical,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1649336,Windows 11,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1649347,Restart PAS interface,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1649383,HL7,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1649428,Expired certificate,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1650078,eMM icons,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1650168,General EMIS slowness post upgrade,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1650305,Discontinues prescriptions on closed episodes,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1650447,SQL Server Job Alert,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1650452,Lidocaine Medicated Plasters 5% - Patch,Configuration & Administration,System Administration,Medium,Matched token 'patch' among multiple possible matches.,No
CS1650737,EMIS EPMA Listener,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1650766,Inbound Message Queue has exceeded 100 messages,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1650816,EMIS Slowness / Errors,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1650951,Pharmacy - Out of Hours Medicines Report,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1650990,Unable to install client application,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1651046,PLEASE INVESTIGATE ASAP,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1651117,DELETED Episode,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1651230,Messages are not being recieved,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1651283,TIE Migration - change to IP,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1651286,Template Data Dump,Integration & Interfaces,Data Exchange,Medium,Matched token 'export' among multiple possible matches.,No
CS1651376,Adding/amending the drugs in Homely remedies,User Guidance & Training,How-To Request,High,Matched token 'how to' in text.,No
CS1651538,in relation to case: CS1644190,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1651611,Missing patient Demographic again on the reports,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1651627,Parenteral Nutrition (PN),Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1651744,Unable to manipulate report,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1651815,LAP1593 in robot database but not linking to BD robot,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1652049,The 'Monthly on the same day' frequency,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1652062,Failed job,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1652112,Failing SQL Server Jobs,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1652129,Robot ASAP,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1652139,SQL Alert Received - last SnapDate from rfinancialsnapshot does not match the la,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1652164,Item enquiry delay,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1652196,EPMA procurement users guide (Editor- Master Product desktop),Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1652285,Standalone 10.14 W11 OS,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1652308,Locked Terminal (Medication: Co-Careldopa 25mg/100mg Tablets) John C Homersley,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1652395,Drug not disappearing even though there are no overdue doses,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1652435,ePMA Training system - Not responding,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1652572,Automatic ROQ/ROL Levels,Service Requests,Information Request,Medium,Matched token 'information' among multiple possible matches.,No
CS1652910,Patient Edit Error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1652923,Orders from EDI tab not sending to import folder,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1652941,printing label issue,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1652958,Contextual link not working,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1653049,Add to robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1653133,Ascribe error message appears when deleting order,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1653182,pagenot loading in pharmacy 'epma medicines reconciliation' An error has occured,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1653195,"ITEM LOCKED, please unlock patient for action S.T on Laurel Ward",Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1653317,removing excluded supplier implications.,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1653325,PAS messages appear to be stuck,Workflow & Process,Workflow Issue,High,Matched token 'stuck' in text.,No
CS1653353,Link pcs for ward stock from Omnicell robot,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1653365,Hello Optum,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1653446,email notification PAS not processing,Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1653586,Ward stock list,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1653591,Errors when entering notes on templates and amending doses,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1653778,658 Robot Interface Setup,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1653790,Emis  not working post Windows 11 upgrade,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1653851,batch output failure,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1653856,incorrect patient details,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1653966,ePMA is down for all our users.,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1654074,Multiple episode patient merge,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1654118,Optum Enquiry- Average pricing function documentation,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1654215,Overnight Jobs emailing list,Notifications & Communications,Email,High,Matched token 'email' in text.,No
CS1654220,Unable to print stock take sheet or reports .,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1654232,Set Ward W14 to enable picking tickets but NOT charge out items,Integration & Interfaces,Third-Party Systems,High,Matched token 'pic' in text.,No
CS1654318,Site 361 standalone not working,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1654373,Unable to login,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1654421,New servers for EMIS 10.23 Test not connected,Service Requests,New Request,Medium,Matched token 'request' among multiple possible matches.,No
CS1654556,duplication of product in file,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1654570,Action Required – Microsoft Defender for Endpoint (MDE) Rollout,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1654577,Patient R.R 6049734097,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1654641,Problem when issuing on the manufacturimg issue page,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1654664,Request for Standardization of Palforzia Pack Descriptions in DSS Masterfile,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1654707,wTranslog ID,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1654890,Duplicate Data (AP Interface Files),Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1654987,Previous Case: CS1610842,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1655415,TIE Unable To Connect To Ascribe_Out,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1655501,EMIS not functioning,Performance & Availability,Performance,Medium,Matched token 'timeout' among multiple possible matches.,No
CS1655589,Certificate Renewal (Test): The access Group: Expires on :25-09-2025,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1655602,label type,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1655690,Lack of disk space,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1655725,Need list of user with access,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1655854,Reprint Files Tidy,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1656114,Omitted Doses report - appearing incorrect,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1656124,FW: ASCRIBE-REPORTS server S drive filling up,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1656126,overnight Job standalone fail.,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1656137,Error message,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1656221,Unable to print in the Stock Take Utility,Configuration & Administration,System Administration,High,Matched token 'patch' in text.,No
CS1656552,New Assets for Robot Database,Configuration & Administration,System Administration,Medium,Matched token 'setting' among multiple possible matches.,No
CS1656661,LOCATION CODE ALREADY IN USE,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1656710,Prescription for WHEY protein locked cannot override,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1656743,System crash when new PC is installed linked to shared printer,Configuration & Administration,Configuration Change,High,Matched token 'config' in text.,No
CS1656795,Dispensing error - class not registered,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1656799,RE: Cloud Migration - Ascribe IE Connectivity and mTLS support,Integration & Interfaces,Integration Failure,Medium,Matched token 'integration' among multiple possible matches.,No
CS1656844,Unable to load any desktops,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1656875,Ascribe error while ED'ing orders,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1656987,Add terminals to robot config,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1657017,the stock list printing icon for one of our sites - Prestwich- has disappeared off the toolbar,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1657140,ePMA reporting not up to date,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1657261,URGENT - eMM supply request error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1657284,Desktop - Discharge Clinical Check,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1657354,Picking ticket Printing/ Delivery notes.,Integration & Interfaces,Third-Party Systems,High,Matched token 'pic' in text.,No
CS1657373,"Stock Take Utility, Stock Takes disappearing",Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1657556,Dispensing Issues,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1657741,10.23 - Medication Marked for Supply but not Clinically Checked,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1657888,Ascribe Installation (Windows 11),Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1658007,Windows 11 - Terminal Activation,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1658096,TIE Unable To Connect To Ascribe_Out,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1658102,Ascribe Interface Not Sending Messages Out,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1658142,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1658211,Support required,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1658261,Change to PCID List,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1658301,Adding PC to robot,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1658328,RE: Cloud Migration - Ascribe IE Connectivity and mTLS support,Integration & Interfaces,Integration Failure,Medium,Matched token 'integration' among multiple possible matches.,No
CS1658617,Nurse supply request,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1658712,Overnight reporting jobs,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1658803,Nurse Supply Request Down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1658961,#963936 Patient Admissions not showing in EPMA,Notifications & Communications,Email,High,Matched token 'email' in text.,No
CS1658996,Inbound Message Queue has exceeded 100 messages,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1659099,RE: Cloud Migration - Ascribe IE Connectivity and mTLS support,Integration & Interfaces,Integration Failure,Medium,Matched token 'integration' among multiple possible matches.,No
CS1659259,Re: Cloud Migration - Ascribe IE Connectivity and mTLS support,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1659267,BC machine D7-RWH04974 not syncing,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1659420,Berkshire Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1659535,label,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1659814,SSRS reporting Module: Manual  training document,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1659939,10.23 - High Cost Drug Reports Failed,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1659982,BC Machine B9-RWH01940 not syncing,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1660066,GENFIN consumption report not ran again.,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1660151,dssotw not working,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1660415,Unable to administer medications due to amendment lock,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1660481,PC ID swap required (W11 terminal updates),Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1660660,Add Terminal,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1660779,Nurse supply down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1661056,RSUH disp&stores stock take (full access) 488,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1661164,Issue installing Pharmacy HAP client on Standalone,Configuration & Administration,System Administration,High,Matched token 'patch' in text.,No
CS1661605,When trying to access patients an error appears,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1661631,Robot Interface for the EMIS Ascribe Test Environment at Bury Rochdale & Oldham,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1661647,PCID Update required due to W11 upgrades,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1661851,Manufacturing draft editor,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1661876,Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1661923,Speed Issues,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1661933,Unable to merge,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1662000,TIE unable to connect to Ascribe Out,Integration & Interfaces,Integration Failure,Medium,Matched token 'integration' among multiple possible matches.,No
CS1662029,3rd Party supplier changing port feed for Test environment.,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1662074,Error Message popping up,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1662140,"Hi, im trying to pull a report on the number of clinical checks",Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1662148,TGH-EPMA-SQL Interface - No Activity For Over 30 minutes,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1662152,Nurse supply request down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1662207,EDI Output,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1662229,Error when using Stock List Maintenance.,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1662424,Deleting roles,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1662543,Error message in Ascribe item enquiry,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1662750,PCID replacement due to W11 upgrades,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1662751,Daily Performace check,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1662838,system slow,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1662843,Unable to remove a To Follow,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1662976,Patient merge not working,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1663039,old invoice line blocking,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1663088,Training and Test instances of ePMA,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1663096,Patient medication locked by another user,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1663336,Daily performance check,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1663364,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1663368,Nurse supply request down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1663401,LIVE 10.23 - Duplication on  Drug Line DVU060J,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1664100,Do you support this?,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1664125,Discontinued medicine not disappearing,Data Management,Data Correction,High,Matched token 'duplicate' in text.,No
CS1664175,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1664185,Patients not pulling through from PAS,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1664243,unable to remove a discontinued medicine,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1664320,Account Manager - Contact,Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1664321,Rule request,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1664390,Ascribe connection issue,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1664447,Inbound Message Queue has exceeded 100 messages,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1664452,we have another patient whos chart is full of old presriptions,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1664618,Diskspace PHAR-DB1-V,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1664789,Label Issue,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1664936,Berkshire App/EIE Daily Checks,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1664943,ePMA Slown-down,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1665067,SQL job failing,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1665074,issue printing drug chart,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1665333,Error Message on Patient's Banner Bar,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1665398,Disk space issue on reports server,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1665649,Windows 11 Compatability,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1665693,nurse supply request is down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1665749,PC replaced needs adding to the ROBOT list,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1665854,Robot Access,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1665888,remove BC laptop from replication,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1665892,EpisodeSummaryAdminByPrescription Routine,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1665927,Questions - Medicines to be reconciled,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1666022,Test environment password reset.,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1666071,Terminal to turn on for Robot use,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1666207,application not alerting when prescribing medication containing an allergen,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1666497,EDI Transmitions,Data Management,Data Recovery,Medium,Matched token 'deleted' among multiple possible matches.,No
CS1666511,DSS drug definition request,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1666606,Issues with Label Printer ZD420 at Fairview,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1666681,Stock Take Utility,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1666778,Unable to Automate Ascribe Install on PCs,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1666796,Unit 4 Finance,Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1666830,Patient Locked,Integration & Interfaces,Third-Party Systems,High,Matched token 'bd' in text.,No
CS1666862,drug/ingredient name / brand name searchable,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1666890,Multiple users in multiple locations reporting freezing when administering meds,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1666904,Locked Medication.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1666911,unable to download app to new assets,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1667007,Add Terminal,Integration & Interfaces,Third-Party Systems,Medium,Matched token 'robot' among multiple possible matches.,No
CS1667058,Assigning PCs to Chute Numbers,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1667099,Delivery note Printing wrongly,Configuration & Administration,System Administration,High,Matched token 'setting' in text.,No
CS1667154,stores printing module missing,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1667178,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1667298,Stuck messages?,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1667303,Reduce stock holding to 14 days,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1667317,Unable to close episode,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1667324,Barcode receipt of incoming goods,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1667411,eMM Patient status Notes,Workflow & Process,Approval Management,Medium,Matched token 'approval' among multiple possible matches.,No
CS1667428,Unable to merge patient episodes,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1667445,Allergy Entry,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1667618,Slowness with EPMA,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1667694,EMIS TEST Integration,Integration & Interfaces,Integration Failure,High,Matched token 'integration' in text.,No
CS1667744,Robot,Integration & Interfaces,Third-Party Systems,Medium,Matched token 'robot' among multiple possible matches.,No
CS1667790,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1667852,Robot,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1667860,error message when searching for a specific unit number,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1667935,Error message when installing 10.23 on W11 fresh PC,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1667942,Unable to print stock takes,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1668065,CMU upload editor issues,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1668207,Locked Medication,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1668217,Data retrieval / sorting,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1668298,Berkshire App/EIE Daily Checks,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1668480,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1668515,patient admin locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1668521,BCPC HIS523115 out of sync,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1668620,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1668623,queries regarding - CS1660415,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1668700,PREGABALIN LOCKED,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1668711,PCID update - W11 updgrades,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1668750,Unable to Automate Ascribe Install on PCs,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1668753,Robot Terminal,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1668937,EIE interface from PAS showing a buildup of messages,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
